appr_statusid,assignedtime,categoryid,close_comments,closeaccepted,closurecodeid,editing_status,closurecomments,editorid,hasattachment,haslinkedrequest,impactdetails,impactid,isfcr,isescalated,is_fr_overdue,isoverdue,isread,itemid,last_tech_update,levelid,linkcomments,linkedworkorderid,notificationstatus,ownerid,priorityid,reopened,req_chat_type,reqapproval,requesttypeid,shownotestotech,statusid,subcategoryid,unrepliedcount,urgencyid,workorderid
,1592993124560,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1592993167389,,,,,13801,4,0,0,0,,0,3,1501,,,8149
,1592993706399,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1597128924687,,,,,13801,3,0,0,0,,0,3,1501,,,8150
,1592996427124,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1592996456282,,,,,13801,3,0,0,0,,0,3,1501,,,8151
,1592996559565,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1592998920329,,,,,13801,4,0,0,0,,0,3,1501,,,8152
,1592997137232,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1592997178046,,,,,13801,4,0,0,0,,0,3,3001,,,8153
,1592997391362,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1592997468864,,,,,13801,4,0,0,0,,0,3,1501,,,8154
,1592997629211,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1592997654258,,,,,13801,3,0,0,0,,0,3,1503,,,8155
,1593011917351,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1593011962665,,,,,13801,3,0,0,0,,0,3,1501,,,8156
,1593012731382,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1594287709107,,,,,13801,3,0,0,0,,0,3,1501,,,8157
,1593076432579,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1593076506096,,,,,13801,4,0,0,0,,0,3,1501,,,8158
,1593076643864,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1593076683552,,,,,13801,3,0,0,0,,0,3,1501,,,8159
,1593083707128,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1593083800083,,,,,13801,4,0,0,0,,0,3,1501,,,8160
,1593084422079,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1593084458643,,,,,13801,4,0,0,0,,0,3,1501,,,8161
,1593084581786,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1595586234141,,,,,13801,4,0,0,0,,0,3,1503,,,8162
,1593085035904,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1594287732873,,,,,13801,3,0,0,0,,0,3,1502,,,8163
,1593089000481,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1594287758576,,,,,13801,4,0,0,0,,0,3,1501,,,8164
,1593089173503,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1593605379572,,,,,13801,3,0,0,0,,0,3,1503,,,8165
,1593089352460,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1593605235443,,,,,13801,4,0,0,0,,0,3,1501,,,8166
,1593161025264,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1593161080655,,,,,13801,4,0,0,0,,0,3,1503,,,8167
,1593167138696,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1594287793530,,,,,13801,4,0,0,0,,0,3,1501,,,8168
,1593168341423,6002,,NO,,0,,,0,0,,,0,0,0,0,1,,1597652217969,,,,REQ_REPLY,27605,3,0,0,0,,0,3,,2,,7965
,1593168507879,6002,,NO,,0,,,0,0,,,0,0,0,0,1,,1598622781531,,,,REQ_REPLY,27605,2,1,0,0,,0,3,,1,,7964
,1593173764858,6301,,NO,,0,,,0,0,,,0,0,0,0,1,,1594810102414,,,,,26405,3,0,0,0,,0,3,,,,8169
,1593340034930,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1593340068774,,,,,11401,4,0,0,0,,0,3,,,,8170
,1593340295857,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1593340321170,,,,,11401,3,0,0,0,,0,3,,,,8171
,1593372960521,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1595833321617,,,,,24906,3,0,0,0,,0,3,,,,8173
,1593373944087,6601,,NO,,0,,,0,0,,,0,0,0,0,1,,1600675175268,,,,,18901,3,0,0,0,,0,3,5702,,,8174
,1593373965900,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1598856947809,,,,,24906,3,0,0,0,,0,3,,,,8175
,1593374379205,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1593374463707,,,,,24906,3,0,0,0,,0,3,,,,8176
,1593374504473,3302,,NO,,0,,,0,0,,,0,0,0,0,1,,1593374755947,,,,,18901,3,0,0,0,,0,3,4804,,,8177
,1593374590959,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1595833354492,,,,,24906,3,0,0,0,,0,3,,,,8178
,1593374929872,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1593375464523,,,,,18901,3,0,0,0,,0,3,,,,8179
,1593376017878,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1593376166677,,,,,18901,3,0,0,0,,0,3,,,,8180
,1593505225921,6601,,NO,,0,,,0,0,,,0,0,0,0,1,,1598612783624,,,,,18901,3,0,0,0,,0,3,5701,,,8181
,1593505346547,5701,,NO,,0,,,0,0,,,0,0,0,0,1,,1600675137798,,,,,18901,3,0,0,0,,0,3,,,,8182
,1593526118646,6002,,NO,,0,,,0,0,,,0,0,0,0,1,,1603123503714,,,,TECH_REPLY,25502,4,1,0,0,,0,3,5105,,,8183
,1593528970178,6002,,NO,,0,,,0,0,,,0,0,0,0,1,,1603123550590,,,,REQ_REPLY,25502,4,0,0,0,,0,3,5103,1,,8184
,1593585272360,6002,,NO,,0,,,0,0,,,0,0,0,0,1,,1595235450204,,,,REQ_REPLY,27605,3,0,0,0,,0,3,5105,2,,8185
,1593605500246,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1594287894141,,,,,13801,4,0,0,0,,0,3,1501,,,8186
,1593605857629,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1594288025785,,,,,13801,4,0,0,0,,0,3,1503,,,8187
,1593774210811,3903,,NO,,0,,,0,0,,,0,0,0,0,0,,1594889618828,,,,TECH_REPLY,23102,4,0,0,0,,0,3,2701,,,8189
,1593785647660,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1598612544384,,,,,18901,3,0,0,0,,0,3,,,,8190
,1593978708711,10,,NO,,0,,,0,0,,,0,0,0,0,0,,1594809636905,,,,,24906,3,0,0,0,,0,3,601,,,8191
,1593981197932,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1593981722942,,,,,18901,3,0,0,0,,0,3,,,,8192
,1593981984401,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1594589882692,,,,,18901,3,0,0,0,,0,3,,,,8193
,1593982118309,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1593982325326,,,,,18901,3,0,0,0,,0,3,,,,8194
,1593982943887,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1593983837462,,,,,18901,3,0,0,0,,0,3,,,,8195
,1593983197729,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1594588408304,,,,,18901,3,0,0,0,,0,3,,,,8196
,1593985027331,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1594587741686,,,,,18901,3,0,0,0,,0,3,1501,,,8197
,1594019215744,6002,,NO,,0,,,0,0,,,0,0,0,0,1,,1594978765165,,,,REQ_REPLY,25502,4,0,0,0,,0,3,5105,1,,8198
,1594121743584,6002,,NO,,0,,,0,0,,,0,0,0,0,1,,1594121743584,,,,TECH_REPLY,27605,4,0,0,0,,0,3,5105,,,8199
,1594213658930,7801,,NO,,0,,,1,0,,,0,0,0,0,1,,1594217005300,,,,,9003,3,0,0,0,,0,3,7803,,,8200
,1594278972755,6002,,NO,,0,,,1,0,,,0,0,0,0,1,,1595231121401,,,,REQ_REPLY,27605,4,1,0,0,,0,3,,1,,8059
,1594280175727,6002,,NO,,0,,,1,0,,,0,0,0,0,1,,1598268015303,,,,TECH_REPLY,27605,2,1,0,0,,1,3,,,,7963
,1594281641113,6002,,NO,,0,,,0,0,,,0,0,0,0,0,,1598514853909,,,,REQ_REPLY,27605,3,1,0,0,,1,3,,2,,7864
,1594288346009,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1596194202165,,,,,13801,4,0,0,0,,0,3,1501,,,8201
,1594288490981,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1594288561279,,,,,13801,4,0,0,0,,0,3,1501,,,8202
,1594288679282,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1594288722079,,,,,13801,3,0,0,0,,0,3,1501,,,8203
,1594288794909,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1594288838113,,,,,13801,4,0,0,0,,0,3,1503,,,8204
,1594288935006,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1594288998882,,,,,13801,3,0,0,0,,0,3,1502,,,8205
,1594289247809,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1595578168639,,,,,13801,3,0,0,0,,0,3,3001,,,8206
,1594290400019,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1594290472192,,,,,13801,4,0,0,0,,0,3,1501,,,8207
,1594290672650,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1596194309355,,,,,13801,3,0,0,0,,0,3,1501,,,8208
,1594370630555,6002,,NO,,0,,,0,0,,,0,0,0,0,1,,1614113473603,,,,TECH_REPLY,25502,4,0,0,0,,0,3,5103,,,8209
,1594587959617,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1594588230466,,,,,18901,3,0,0,0,,0,3,,,,8210
,1594588887418,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1594590251747,,,,,18901,3,0,0,0,,0,3,1503,,,8211
,1594589578092,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1594589915255,,,,,18901,3,0,0,0,,0,3,1503,,,8212
,1594590354686,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1595193400379,,,,,18901,4,0,0,0,,0,3,,,,8213
,1594625210790,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1595833338367,,,,,24906,3,0,0,0,,0,3,,,,8214
,1594633820787,6002,,NO,,0,,,0,0,,,0,0,0,0,1,,1600248924571,,,,REQ_REPLY,27605,3,1,0,0,,0,3,5103,5,,8216
,1594652656704,6002,,NO,,0,,,0,0,,,0,0,0,0,1,,1595229469961,,,,REQ_REPLY,27605,4,1,0,0,,1,3,,1,,7795
,1594710966863,6002,,NO,,0,,,0,0,,,0,0,0,0,1,,1600246701205,,,,TECH_REPLY,27605,3,0,0,0,,1,3,,,,7526
,1594720852355,2403,,NO,,0,,,0,0,,,0,0,0,0,1,,1594720911183,,,,,9003,3,0,0,0,,0,3,,,,8217
,1594730369401,6002,,NO,,0,,,0,0,,,0,0,0,0,1,,1594730369416,,,,REQ_REPLY,27605,4,0,0,0,,0,3,,4,,7754
,1594730465949,6002,,NO,,0,,,1,0,,,0,0,0,0,1,,1594730502122,,,,,27605,4,0,0,0,,0,3,,,,7711
,1594737155518,6002,,NO,,0,,,0,0,,,0,0,0,0,1,,1597657493434,,,,REQ_REPLY,27605,3,0,0,0,,0,3,5105,1,,8218
,1594809392447,3,,NO,,0,,,0,0,,,0,0,0,0,1,,1594809401056,,,,REQ_REPLY,6609,3,0,0,0,,0,3,5,1,,8188
,1594810518001,6002,,NO,,0,,,1,0,,,0,0,0,0,1,,1603123626670,,,,TECH_REPLY,25502,4,0,0,0,,0,3,5103,,,8219
,1594827368456,6002,,NO,,0,,,0,0,,,0,0,0,0,1,,1603123663264,,,,TECH_REPLY,25502,3,0,0,0,,0,3,5104,,,8221
,1594827532554,3903,,NO,,0,,,0,0,,,0,0,0,0,1,,1594889430231,,,,TECH_REPLY,27605,4,0,0,0,,0,3,2701,,,8220
,1594889132538,3903,,NO,,0,,,1,0,,,0,0,0,0,1,,1595578576912,,,,TECH_REPLY,27605,3,0,0,0,,0,3,2702,,,8223
,1594970394124,2403,,NO,,0,,,1,0,,,0,0,0,0,1,,1594970490423,,,,,9003,3,0,0,0,,0,3,,,,8224
,1595188547174,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1595797114673,,,,,18901,3,0,0,0,,0,3,1501,,,8225
,1595189315471,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1595797087923,,,,,18901,3,0,0,0,,0,3,8102,,,8226
,1595189618960,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1595193374332,,,,,18901,3,0,0,0,,0,3,,,,8227
,1595190582464,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1595797133298,,,,,18901,4,0,0,0,,0,3,,,,8228
,1595190939425,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1595797163314,,,,,18901,4,0,0,0,,0,3,,,,8229
,1595191151773,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1595193312924,,,,,18901,3,0,0,0,,0,3,,,,8230
,1595191526608,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1595193278267,,,,,18901,3,0,0,0,,0,3,,,,8231
,1595191794972,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1595797184987,,,,,18901,3,0,0,0,,0,3,,,,8232
,1595192562816,3302,,NO,,0,,,0,0,,,0,0,0,0,1,,1595797203175,,,,,18901,3,0,0,0,,0,3,7202,,,8233
,1595192733554,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1595193234001,,,,,18901,3,0,0,0,,0,3,,,,8234
,1595207462277,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1595833372243,,,,,24906,3,0,0,0,,0,3,,,,8235
,1595320067711,6002,,NO,,0,,,1,0,,,0,0,0,0,1,,1603123688514,,,,REQ_REPLY,25502,3,0,0,0,,0,3,5105,1,,8236
,1595419273526,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1596194438515,,,,,13801,3,0,0,0,,0,3,1503,,,8237
,1595419592423,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1597128959672,,,,,13801,3,0,0,0,,0,3,1502,,,8238
,1595419840240,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1597129123442,,,,,13801,3,0,0,0,,0,3,1501,,,8239
,1595421624103,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1595421659416,,,,,13801,4,0,0,0,,0,3,1501,,,8240
,1595422326007,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1595422411837,,,,,13801,4,0,0,0,,0,3,1503,,,8241
,1595422455291,6002,,NO,,0,,,0,0,,,0,0,0,0,1,,1598621822454,,,,TECH_REPLY,27605,3,0,0,0,,0,3,5105,,,8242
,1595422511542,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1597129019705,,,,,13801,3,0,0,0,,0,3,1503,,,8243
,1595423708800,6002,,NO,,0,,,1,0,,,0,0,0,0,1,,1601541590542,,,,REQ_REPLY,25502,3,0,0,0,,0,3,5105,1,,8244
,1595577407811,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1595577629628,,,,,13801,4,0,0,0,,0,3,1501,,,8245
,1595577702833,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1595577811835,,,,,13801,4,0,0,0,,0,3,1501,,,8246
,1595577903149,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1595577957979,,,,,13801,3,0,0,0,,0,3,1501,,,8247
,1595578038059,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1595578061481,,,,,13801,4,0,0,0,,0,3,1503,,,8248
,1595578259250,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1595578333423,,,,,13801,3,0,0,0,,0,3,3001,,,8249
,1595584537623,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1595585239247,,,,,13801,4,0,0,0,,0,3,1501,,,8250
,1595585318201,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1595585386219,,,,,13801,4,0,0,0,,0,3,1501,,,8251
,1595585519596,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1595585599254,,,,,13801,3,0,0,0,,0,3,1501,,,8252
,1595585705459,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1595585778086,,,,,13801,4,0,0,0,,0,3,1501,,,8253
,1595586411160,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1595586525256,,,,,13801,4,0,0,0,,0,3,1501,,,8254
,1595586621555,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1600948905743,,,,,13801,3,0,0,0,,0,3,1501,,,8255
,1595586745276,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1600948961183,,,,,13801,3,0,0,0,,0,3,1501,,,8256
,1595586855981,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1595586888201,,,,,13801,3,0,0,0,,0,3,1503,,,8257
,1595586962983,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1595586995172,,,,,13801,3,0,0,0,,0,3,1501,,,8258
,1595587074548,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1596194359591,,,,,13801,3,0,0,0,,0,3,1501,,,8259
,1595587639997,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1595587697779,,,,,13801,3,0,0,0,,0,3,1502,,,8260
,1595587789593,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1595587834391,,,,,13801,4,0,0,0,,0,3,1503,,,8261
,1595590013392,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1595590047911,,,,,13801,4,0,0,0,,0,3,1503,,,8262
,1595590132589,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1595590206704,,,,,13801,4,0,0,0,,0,3,1501,,,8263
,1595590338337,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1596194258244,,,,,13801,3,0,0,0,,0,3,1501,,,8264
,1595600238190,3302,,NO,,0,,,0,0,,,0,0,0,0,1,,1596197176273,,,,,18901,4,0,0,0,,0,3,,,,8265
,1595794408151,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1595796973593,,,,,18901,3,0,0,0,,0,3,,,,8266
,1595794901067,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1595796989281,,,,,18901,3,0,0,0,,0,3,,,,8267
,1595795764147,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1596469761841,,,,,18901,3,0,0,0,,0,3,1503,,,8268
,1595796344503,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1595797062250,,,,,18901,3,0,0,0,,0,3,,,,8269
,1595797330084,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1595797372287,,,,,18901,3,0,0,0,,0,3,,,,8270
,1595849109456,601,,NO,,0,,,0,0,,,0,0,0,0,1,,1595924532257,,,,,6609,3,0,0,0,,0,3,3304,,,8272
,1595850003364,2403,,NO,,0,,,0,0,,,0,0,0,0,1,,1595864626491,,,,,26405,3,0,0,0,,0,3,,,,8273
,1595853518400,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1595853605805,,,,,13801,3,0,0,0,,0,3,1501,,,8274
,1595853674345,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1595853708631,,,,,13801,3,0,0,0,,0,3,1502,,,8275
,1595853809689,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1595853856397,,,,,13801,4,0,0,0,,0,3,1501,,,8276
,1595854339495,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1595854401075,,,,,13801,4,0,0,0,,0,3,3001,,,8277
,1595854703228,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1597129296837,,,,,13801,3,0,0,0,,0,3,1501,,,8278
,1595855127740,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1611672569837,,,,,13801,3,0,0,0,,0,3,1501,,,8279
,1595929978419,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1596194334840,,,,,13801,4,0,0,0,,0,3,1503,,,8280
,1595936220316,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1595936248426,,,,,13801,4,0,0,0,,0,3,1501,,,8281
,1595936325865,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1595936394210,,,,,13801,4,0,0,0,,0,3,3001,,,8282
,1595936478399,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1595936518791,,,,,13801,4,0,0,0,,0,3,1502,,,8283
,1595936596763,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1595936643516,,,,,13801,3,0,0,0,,0,3,1501,,,8284
,1595936855880,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1595936897338,,,,,13801,4,0,0,0,,0,3,1503,,,8285
,1595936954016,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1596191674470,,,,,13801,3,0,0,0,,0,3,1501,,,8286
,1595937109846,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1595937159444,,,,,13801,3,0,0,0,,0,3,1503,,,8287
,1595938038078,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1596021777002,,,,,18301,3,0,0,0,,0,3,1501,,,8288
,1596022948900,2403,,NO,,0,,,0,0,,,0,0,0,0,1,,1596023242094,,,,,26405,3,0,0,0,,0,3,,,,8290
,1596023551365,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1597306501062,,,,,18301,3,0,0,0,,0,3,1501,,,8291
,1596036975805,2403,,NO,,0,,,0,0,,,0,0,0,0,1,,1596037556415,,,,,26405,3,0,0,0,,0,3,,,,8292
,1596116450721,901,,NO,,0,,,1,0,,,0,0,0,0,0,,1597246484481,,,,REQ_REPLY,6609,3,0,0,0,,0,3,3902,1,,8293
,1596184063281,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1596184096344,,,,,13801,3,0,0,0,,0,3,1501,,,8294
,1596186508563,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1596186586878,,,,,13801,4,0,0,0,,0,3,1501,,,8295
,1596187606030,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1596187643405,,,,,13801,3,0,0,0,,0,3,1501,,,8296
,1596187702110,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1596187743799,,,,,13801,3,0,0,0,,0,3,1502,,,8297
,1596187872224,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1596187909553,,,,,13801,3,0,0,0,,0,3,1501,,,8298
,1596190416165,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1596190446728,,,,,13801,4,0,0,0,,0,3,3001,,,8299
,1596196895204,3302,,NO,,0,,,0,0,,,0,0,0,0,1,,1596196973940,,,,,11401,2,0,0,0,,0,3,,,,8300
,1596202731527,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1597675934475,,,,,11401,3,0,0,0,,0,3,,,,8301
,1596202883828,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1596202953408,,,,,11401,3,0,0,0,,0,3,,,,8302
,1596438121860,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1601034438311,,,,,24906,3,0,0,0,,0,3,,,,8303
,1596438704903,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1597044427834,,,,,24906,3,0,0,0,,0,3,,,,8304
,1596440628043,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1596451435848,,,,,18901,3,0,0,0,,0,3,,,,8305
,1596457134970,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1596469845859,,,,,18901,3,0,0,0,,0,3,,,,8306
,1596457404821,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1596457475714,,,,,18901,3,0,0,0,,0,3,,,,8307
,1596458254219,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1596458368596,,,,,18901,3,0,0,0,,0,3,,,,8308
,1596458517350,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1596458662167,,,,,18901,3,0,0,0,,0,3,,,,8309
,1596469293485,2406,,NO,,0,,,1,0,,,0,0,0,0,1,,1596729432683,,,,,11401,3,0,0,0,,0,3,,,,4277
,1596525946616,6002,,NO,,0,,,0,0,,,0,0,0,0,1,,1598623730859,,,,TECH_REPLY,27605,3,0,0,0,,0,3,5105,,,8310
,1596729356243,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1604675221937,,,,,11401,3,0,0,0,,0,3,,,,8312
,1596729591530,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1597676331001,,,,,24906,3,0,0,0,,0,3,,,,8313
,1596790893074,10,,NO,,0,,,0,0,,,0,0,0,0,1,,1596791922690,,,,,26405,3,0,0,0,,0,3,,,,8314
,1596813519558,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1611658173242,,,,,11401,3,0,0,0,,0,3,,,,8316
,1597044983988,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1597650205826,,,,,24906,3,0,0,0,,0,3,,,,8317
,1597045615178,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1597650157013,,,,,24906,3,0,0,0,,0,3,,,,8318
,1597046496559,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1598856985185,,,,,24906,3,0,0,0,,0,3,,,,8319
,1597129481045,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1600949002466,,,,,13801,4,0,0,0,,0,3,1501,,,8320
,1597129633580,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1597129684675,,,,,13801,3,0,0,0,,0,3,1501,,,8321
,1597129773990,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1597129848492,,,,,13801,3,0,0,0,,0,3,1501,,,8322
,1597129933041,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1597129974058,,,,,13801,3,0,0,0,,0,3,1502,,,8323
,1597130063279,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1598526138477,,,,,13801,3,0,0,0,,0,3,1501,,,8324
,1597133241299,6002,,NO,,0,,,0,0,,,0,0,0,0,1,,1598448186280,,,,TECH_REPLY,27605,2,1,0,0,,0,3,5105,,,8325
,1597247303934,2403,,NO,,0,,,0,0,,,0,0,0,0,1,,1597248037374,,,,,26405,3,0,0,0,,0,3,,,,8326
,1597395631062,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1598013137728,,,,,24906,3,0,0,0,,0,3,,,,8330
,1597648591848,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1599463803561,,,,,24906,3,0,0,0,,0,3,,,,8331
,1597648999093,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1597650176029,,,,,24906,3,0,0,0,,0,3,,,,8332
,1597649906460,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1598254391736,,,,,24906,3,0,0,0,,0,3,,,,8333
,1597650064401,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1597650139794,,,,,24906,3,0,0,0,,0,3,,,,8334
,1597650480176,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1598022216620,,,,,24906,3,0,0,0,,0,3,,,,8335
,1597651415230,6002,,NO,,0,,,0,0,,,0,0,0,0,1,,1597651415246,,,,REQ_REPLY,27605,2,0,0,0,,1,3,,1,,7962
,1597651587875,6002,,NO,,0,,,0,0,,,0,0,0,0,1,,1597651587891,,,,REQ_REPLY,27603,4,0,0,0,,1,3,,1,,7743
,1597651861835,6002,,NO,,0,,,0,0,,,0,0,0,0,0,,1598278607007,,,,REQ_REPLY,27603,4,0,0,0,,1,3,,2,,7755
,1597652012308,6002,,NO,,0,,,0,0,,,0,0,0,0,0,,1597652012308,,,,REQ_REPLY,27603,4,0,0,0,,1,3,,1,,7751
,1597652139139,6002,,NO,,0,,,0,0,,,0,0,0,0,0,,1597652139139,,,,REQ_REPLY,27603,4,0,0,0,,1,3,,1,,7749
,1597852579225,3901,,NO,,0,,,0,0,,,0,0,1,0,1,,1604589919510,,,,,21601,,0,0,0,,0,3,,,,8336
,1597932821085,6002,,NO,,0,,,0,0,,,0,0,0,0,1,,1598620868298,,,,TECH_REPLY,27605,3,1,0,0,,0,3,,,,8131
,1597932877149,6002,,NO,,0,,,0,0,,,0,0,0,0,1,,1598347538161,,,,TECH_REPLY,27605,3,1,0,0,,0,3,,,,8130
